id,days,mature,views,partner,new_id,username
73045350,1459,False,9528,False,2299,captainteabeard
61573865,1629,True,3615,False,153,153
171688860,411,True,46546,False,397,charlottesomething
117338954,953,True,5863,False,5623,mizumomo
135804217,741,True,5594,False,5875,5875
50273956,1820,False,4594,False,3346,3346
40189534,2070,False,18460,False,6930,skittlesrandom
126853728,846,True,204,False,6367,shadowscissors_
118869338,936,True,1064,False,1434,lemonlimepickle
115599547,973,False,313084,False,4470,s1mpagg
94973589,1198,False,791,False,5122,5122
113241013,993,True,364,False,4790,thestonejester
119663818,931,True,3994,False,4919,getupandgogamer
81085785,1354,False,3956,False,575,onewithtehforce
55592461,1720,False,2833,False,639,kaaaaarl
64700169,1573,True,16054,False,7012,endless_nerd
36174401,2219,False,3950,False,6445,jitsuleon
38079222,2142,True,89458,True,1170,thunderkitten
13233251,3039,True,115054,False,326,hypermole
59321650,1664,False,657,False,4956,gazzaofwar
63652371,1591,True,29158,False,2639,digitalbacongaming
177106387,368,True,25085,False,5028,reefy
106526921,1069,True,8917,False,6277,scn1sla
41418023,2035,True,3011,False,6784,hurricanesteve
154501248,535,True,8482,False,49,dakejp
73421195,1450,False,95722,False,4526,pixeljunkgames
55682420,1718,False,3930,False,4108,acapellaguitarist
27953914,2441,False,9733,False,1171,minigolf2000
51992513,1784,False,4828,False,2568,fuzzfinger
96302101,1179,True,10775,False,5731,lukethedukeuk
139120746,702,True,21793,False,1760,ateacupgamer
26770546,2495,True,574,False,6707,rorytha
44946167,1938,False,11980,False,2019,callum_amos
46597630,1895,True,770,False,634,tzgz_liltruper
25651842,2492,True,1568,False,4670,lightsydepringle
51730005,1790,True,31841,False,2399,lottythecat
60961830,1638,False,261,False,5737,warlordste
70524636,1500,False,18318,False,6974,auzziedonkey
37699144,2158,False,1607,False,6919,monstermouse
137265740,725,True,1725,False,240,hyliansiren
50590583,1814,False,1639,False,5646,pasticheofskin
46373336,1910,True,3315,False,158,azumiazura
187385098,289,True,2733,False,3298,mayhem_girl_2k
38904740,2106,False,1294,False,2354,smokinaces48
141462246,673,False,14678,False,1161,jadecalyx
45846901,1921,True,488224,True,1869,meganyy
126378005,853,True,8138,False,3499,retrobecky
101102471,1138,False,3403,False,5655,johnsreid
119664707,924,True,758,False,5295,goldup
28588067,2385,True,859,False,6468,katari_91
40297287,2063,False,3221,False,3872,claw_uitra
