id,days,mature,views,partner,new_id,username
68458707,1522,False,4405,False,3558,artax3d
133928858,768,False,164810,True,3372,leviathan
46892468,1895,False,4953,False,818,titosan05
128745923,828,True,12262,False,236,zombo_land
84422595,1317,False,4937,False,2255,ciisarro
53625989,1756,False,2802,False,663,juanjel
115075667,978,True,199491,True,1444,kimeralas
124660888,875,False,208895,True,1784,mishi_chwan
116156098,957,False,341,False,961,jonyds
67159400,1541,False,28421,False,785,innfer
43162226,1987,False,1201330,True,4331,imyztique
32121168,2281,False,11279,False,1621,xtemerz
75126698,1387,True,1118,False,3534,tomakoo_
36443094,2207,False,981,False,2837,leodibritania
55584473,1720,False,1006,False,4123,koekeanf
116726798,958,True,14332,False,1176,paulibreyloko
60755047,1643,False,11170,False,1757,intimide
37329963,2172,True,10783,False,4041,kosmo03100
175578944,380,False,4312,False,4521,joseggtv
77613957,1354,False,310,False,1630,wolfsarter
56530414,1705,True,3648,False,524,saulifas
69551129,1513,True,1330,False,601,la_ultima_puerta
105370588,1081,True,36712,False,3310,srpopoto
42070664,2017,False,15635,False,3945,manolayn
83646298,1326,True,30676,False,3339,jozevillano
116017108,967,False,7393,False,1110,xtrendkiller
107843595,1050,False,2032,False,2295,screamtv__
47254351,1892,False,29939,False,1598,anting89
49566640,1838,False,2424,False,2814,benzin360
173882251,395,True,3860,False,3946,onepugman
43627108,1962,False,1303,False,2627,melkhior007
114882628,980,True,1192,False,3474,acidhermit
139545213,693,True,5040,False,1470,dressie_
55695161,1705,False,9355,False,3320,transitopesado
73807989,1447,False,4194,False,3505,standard_gamer
61909660,1624,True,884824,True,1486,loverio
207529686,157,False,199,False,972,dhazaii
150370276,578,True,260,False,3409,bomberjad
26150605,2523,True,3540,False,967,itsanebu
24853919,2582,False,86831,False,4257,neowildseven
52292027,1779,False,66657,True,3775,3djuegos
145104202,617,False,214,False,4205,xxpilixx
32682246,2256,True,2739,False,2433,mcahc
95338797,1195,True,8698,False,1006,victorromero
39137930,2097,True,24639,False,2177,tanaja
82879659,1243,False,116,False,687,djpndgaming
73819286,1447,True,4817,False,672,spanishvanguard
62009877,1624,False,154144,True,4133,superrekanss
30089488,2359,True,6272,False,137,tgcshow
100541395,1144,True,814267,True,562,x6tencetv
134069766,766,False,1172537,False,4607,instantgaminges
174800098,388,True,3526,False,4074,litoscumm
54837186,1735,False,2299,False,4407,torraco
168765978,426,False,1390,False,1413,nia86
38088857,2142,False,32623,False,2369,xariel
41435542,1944,False,730,False,212,saojavi
70006067,1499,False,496,False,4264,gabrielbon
54739742,1730,False,1329,False,2675,broda_001
48689396,1858,False,375,False,2423,juxcor3
76825139,1394,False,6243,False,310,arkanias566
29877612,2365,False,6416,False,3897,cervan87
54743079,1736,False,21379,False,1742,diosde_
60858701,1642,False,1541,False,174,cramxd
118999322,926,True,2147,False,1273,odynirezumi
163004958,462,False,1257,False,295,splicr_
173617839,392,False,2503,False,3564,cesarvgz
77934246,1131,False,7749,False,3410,littleneko1
189272291,278,True,378,False,3697,samperra
31220977,2315,True,1143947,True,724,silithur
36118068,2197,False,2889,False,4350,nigolt
115729749,953,False,842,False,779,sanlega
133655079,771,False,1117,False,1423,juansvera117
151424108,566,False,974,False,1761,frnzroleplay
63356519,1597,False,712274,True,4382,lynx_reviewer
109149320,1037,False,12525,False,4094,odiseo_92
68825299,1489,False,945,False,2405,tonels23
178277821,358,False,44222,True,1954,edwields
101456846,1132,True,4040,False,3983,marcoxgamer1
51919116,1786,True,824903,True,3590,hitgg
161212656,477,True,14300,False,1248,mackkkk
68685903,1523,True,3652,False,3278,cucalabiotroll
40361245,2055,False,5086,False,4184,hardnimal
36574089,2202,True,72109,True,3021,nanamedina
123647626,887,True,58,False,3710,ferzzero
77033907,1391,True,1741,False,1429,kapochagamer
30546700,2341,True,2931,False,1860,el__arvizu
79288787,1366,True,1343,False,3069,kalkamesta
152003063,557,False,1945,False,271,evolutionex3
59326865,1638,True,782,False,208,skix
142505042,655,False,366,False,3715,dannyanbu
85100593,1308,False,28078,False,1159,agussdg_
164477641,454,False,898,False,3832,alonsobluesttv
88565107,1277,False,23915,True,88,krishausen
102385094,1121,False,13584,False,4546,mistercorral
48670390,1861,False,2572,False,952,djm4nes
133197518,771,True,2994,False,4583,plcm01
99435759,1153,True,1114,False,723,shanks_1co
68854277,1462,False,202,False,4487,chuckdarko
155835005,525,True,27054,False,2007,melosdeadd
58576389,1651,False,1857,False,1998,kernelillo
51315079,1798,False,368858,True,203,drigo
29614289,2364,False,2082,False,103,semnaxf
78605119,1380,False,1512,False,1588,byvima
61666814,1629,False,2043,False,3143,ceacatlche
135081466,746,False,7334,False,1991,sergioalcalagamer79
45165663,1936,False,148722,True,1750,gh_cakooo
67835665,1534,True,1287,False,3295,theholocraft
133319736,776,False,133511,True,123,inkspirate
90131076,1255,False,1354,False,1473,el_manji98
46296814,1910,True,417,False,3669,trueba21
52223987,1781,False,7262878,True,4596,4596
99522177,1147,False,1354,False,3219,3219
74433259,1439,False,8036,False,414,stephen_the_irishman
72369431,1460,False,220,False,4406,layregon
89861254,1261,True,9815,False,1568,bunny_wolf
161428853,475,False,982,False,3058,epic_roy
107378578,1060,True,13691,False,3368,marcross
71673258,1482,True,44640,False,813,girarkas
43611367,1975,False,1102,False,9,jubo92
118443421,945,False,2845,False,1935,charlyducphoto
40219850,2070,False,77119,True,2971,veskxx
123827210,887,False,2478,False,2866,gdelfrikiverso
76886133,1403,True,149785,True,3325,gonzo
36458068,2206,False,1142931,True,2046,hawk12fps
13108058,3039,False,842,False,488,ekiscrim
68646058,1524,False,39137,True,2950,eliuxtv
176031566,377,True,8014,False,1672,palli_23
102937231,1111,False,7520,False,2652,xhenn_live
64170100,1580,True,13716,False,2679,legendofjuli
103327519,1105,True,1720,False,1015,pablo_jam
88909560,1196,True,12796,False,990,oomolinakeroo
29355021,2293,False,1725,False,1706,tunneres
161059630,473,False,97,False,2743,janosnake1988
144311250,613,False,1471,False,561,jonnyarcade
77358951,1396,True,15963,False,1057,mozitohjou
103106054,1102,False,8676,False,571,571
61219409,1636,False,2834,False,332,stiflerwolker
94782183,1197,False,9912,False,411,pablofernandezdj
53583687,1749,True,953,False,4524,carld923
87707231,1278,False,2023,False,2052,unkkks
131340977,797,False,652,False,4168,skusy_games
138964656,704,False,15044,False,2106,xoanda
117432367,954,False,4511,False,145,rasnaia
48169019,1873,True,9948,False,27,fidle
77049382,1382,False,76,False,2017,dancanal
92185093,1232,False,99522,False,281,peit_
9611617,3213,False,674631,True,2005,lugiacorp
109791982,1029,False,2575,False,1536,hockwtf
52970693,1767,False,81868,True,702,thekarma
52379594,1773,False,9841,False,4611,little_ferdinand
45801537,1921,False,228813,True,31,coliseoweb
48649146,1850,False,1935,False,2821,piingpoong94
198644928,209,True,929,False,3675,solodigamosque
49645254,1838,False,437199,True,963,juanmacastillo
41868552,2018,True,3159,False,4169,hexzarideux
128317344,832,True,3929,False,3376,imendercx
93284068,1218,False,97258,False,979,elgamerviejuno
42273149,1971,False,871,False,1326,joseanr
62540993,1598,False,828,False,1808,paran0ico17
174187700,381,False,311,False,4054,wachoskizo
134666630,758,True,4872,False,3658,nicklws
48630307,1807,False,5079,False,1421,astarteaa
107389556,1059,True,5436,False,2108,nana639
102939783,1114,False,4919,False,4093,multiverso117
38155229,2138,False,3555,False,2840,neferos
131501847,796,True,14610,False,2154,blaiz182
204324641,214,False,10372,False,1613,donelgamer
121566026,904,False,5518,False,3760,marcoggizi
161470565,475,True,4367,False,3495,el_doctor_d
141855998,669,False,26981,False,1842,soysaraonline
79267725,1371,False,10978,False,1887,euskoesports
45940393,1918,False,3730,False,4426,skylandtd
193088613,118,False,913,False,1755,mycerealkiller
37744683,2155,False,3201,False,2316,nosoyelheber
81028174,1354,False,1191,False,631,benj4fps
46551457,1905,False,394,False,2523,macronus
173343305,398,False,1172,False,325,kndk_games
44609405,1949,True,125605,False,2210,anubisquall
131550314,789,True,1641,False,1760,zukken_
52557539,1775,True,13908,False,3267,doblat
55581060,1721,True,55790,False,3598,kanetx
85508594,1305,False,10378,False,268,mukaimei
52896505,1768,True,8466,False,2552,jarredethe
38301436,2134,False,189374,True,2142,ul1barri
128167356,824,False,1131,False,1953,mrcowhere
153741946,543,False,6239,False,1468,sawakenji
52389182,1749,True,2529,False,2393,elhyozpk
48793838,1856,False,28603,False,1247,javote
50165169,1819,False,1180,False,3208,rushgamestwitch
68510177,1525,False,556,False,258,elrincondelawe
44323828,1916,False,1498,False,2853,rondevops
39892780,2073,False,3799,False,3312,darth_ivantv
56447483,1695,False,3281,False,2571,okytronic
38087191,2142,False,34653,False,1411,viok
50969896,1801,False,10047,False,4189,lessnessv
156377683,521,False,2993,False,333,dungenomastero
180061387,344,False,1362,False,705,chrisgotmt
125104084,870,True,33101,False,2265,borissdk
103533666,1094,False,701,False,1752,thealbertoz_
56564534,1705,False,6758,False,3896,frickboxtv
149342042,585,False,3676,False,1049,titohans_tv
30748017,2333,True,91485,False,2379,icora_
119203838,930,False,1400,False,2284,creoquepedro
137856343,718,False,4745,False,780,albert_zz
69689738,1507,False,1933,False,204,singularv
176147219,376,False,1382,False,4252,sin_limite_random_
36119798,2217,True,29152,False,4277,amiguitoalex
92086260,1233,True,35783,False,4599,furiousbear1
87025935,1291,False,109875,False,1266,leveleo
74392183,1432,False,1497,False,4630,saork
192474523,261,False,5528,False,4056,laguaridadelgorila
102739437,1116,False,1472,False,2801,furbyy0
192924448,259,False,4464,False,1564,virtualspace3dgames
26841107,2490,False,266832,True,2301,giorgiocarttoni
148292100,599,True,14537,False,1713,ticknatus
86539857,1293,False,1266,False,4369,natsuxx_fire
30342368,2342,False,1707,False,4147,eldragoran
184868499,296,False,1255,False,4411,thewolf0fallstreets
163562402,461,False,1384,False,535,edrianexe
93352697,1205,False,327,False,2715,el_sacowea_ese
98319970,1138,False,614,False,2492,latabernanocturna
197354042,233,True,2422,False,314,just_chariot
107339790,1060,False,215460,True,4,universityesportstv
89050630,1185,False,66,False,3887,dragunort
42606931,2001,False,3948,False,177,fuzzdistor
141708868,670,False,1912,False,2037,momorpgx
11637091,3111,False,258471,True,2484,vardoc1
42999001,1993,True,4073448,True,4142,mymtumtum69
172070334,385,False,767,False,3102,cid_el_peresoso
82697111,1336,True,22338,False,3954,kuldahardrg
113652317,987,False,1654,False,2624,blxcklarzz
103420923,1107,True,8751,False,2857,aosyn
124578722,877,False,57943,True,1644,aleogfx
151624168,564,True,32011,False,3712,moondraww_
161555357,474,False,3252,False,532,callmesiles
40387411,2059,False,14660,False,2852,neibita
95944775,1178,False,1741,False,3393,jamezkun
94130832,1209,False,3102,False,2653,ehfede
144362869,634,False,1266,False,1912,dequistv
141093724,677,True,966,False,1605,leinadmtv
41761505,2025,False,40631,False,3845,3845
54326638,1741,True,3793,False,3055,tchy
59738641,1660,False,12977,False,1407,austinx2014
60513711,1645,False,1655,False,4266,mrbucchaa
88114356,1281,False,3383,False,3128,lagamercentral
109812655,1026,True,1427,False,3924,beyondthehope
22138643,2717,False,69304,False,2153,quickmich1
106099092,1055,True,1646,False,2514,cristian02060
46925377,1878,False,7693,False,899,aletszz
57264561,1551,False,204,False,1353,lattecast
31650523,2294,False,36917,False,2695,naieth
106189775,1072,False,548986,True,2831,fokyta
132677414,781,False,3374,False,4508,vipalexmw3
75022780,1410,False,1488,False,234,elemtxl
99656135,1151,True,29006,False,240,luteri
57105087,1697,True,25004,False,3827,exedrotwm
155186230,530,False,2678,False,4312,tfranq
72469273,1466,False,2377,False,1561,cerfez
96864437,1175,True,14798,False,1222,dragonei
