id,days,mature,views,partner,new_id,username
43622128,1910,False,2002,False,1076,iggy5557
32314097,2273,True,1885,False,1090,annoarincass
112985248,998,False,14538,False,633,blifer
54595718,1738,True,8541,False,2238,wape98
72920173,1461,False,49854,False,1662,kavertv
64480092,1574,True,5735,False,464,rpg2ndfloor
66103338,1550,True,37236,False,1103,deb9lmblu
46262362,1906,False,1596,False,1131,nekkzota2
44862199,1943,True,7017,False,1478,vladds
143803289,629,False,4144,False,489,headhunterjz
27185730,2475,False,413418,False,2467,2467
118873680,937,False,4230,False,4133,alexd108
43223998,1970,False,29549,False,3892,twostxppvzz
116886173,959,True,7352,False,1436,dimaxxus
108386286,1047,False,281370,True,3226,bulochkaaa
55495866,1721,False,1008,False,1704,flomka
100272539,1147,True,6693,False,1292,ridgie_std
46005692,1909,True,13100,False,1605,rume73
102691286,1118,True,151066,False,1981,1981
61383019,1517,False,3960,False,196,vianotokano
129720054,818,False,59162,False,4232,integra_atreides
55823083,1704,False,2579,False,1473,jackjaxon
75505340,1423,False,19528,False,3654,rumalik
75509026,1419,True,2202,False,1751,flat282
35650958,2241,False,46806,False,3034,3034
174295378,391,False,4807,False,1258,1258
78514379,1357,False,8028,False,1192,funny_zevs
45179174,1935,False,11292,False,155,brusni4ka24
52687077,1772,True,36580,False,2288,butor163
52351956,1777,False,8137,False,3090,destroyds
104194331,1077,False,2635,False,147,graceofgod_
140303111,671,True,967,False,302,yungtekashi
162762288,465,False,26058,False,1911,zloyuzbek
65664584,1560,False,41448,False,2993,gogov_0
151178595,569,True,5005,False,1793,allexdor
24557004,2596,False,894923,False,2926,bigcrimeanbosss
96961426,1176,True,11691,False,485,zhe_zel
90062879,1259,True,3243,False,2908,space_loli
127550452,841,False,1498977,True,536,catsplaytv
126032241,416,True,686,False,3419,homeboyrussian
59982738,1656,False,192013,False,2879,jdom_chibaty
38488953,2127,True,7983,False,2117,rustamdobryi
138562900,709,False,14228,False,3788,wayseej
35642220,2241,False,13837,False,3705,endorphinerush
94342638,1206,False,12037,False,1868,vertualoff
114563436,978,False,11113,False,765,doorilla
65414821,1564,False,4868,False,899,stealcorn
56028695,1713,False,52653,False,1893,biomode56
76928985,1402,False,213107,False,3536,3536
76120403,1414,False,10030,False,183,eugene_solo
148535048,591,False,1937,False,3097,traktirstories
98920810,1158,True,7169,False,1268,enjl777
112054630,1008,False,7992,False,2349,huxo4yxa
47568600,1859,False,11686,False,3797,theprofitvision
100428289,1133,False,565,False,3796,bigmancw
81654880,1348,False,63534,False,2743,cooplandru
